Title,Slug,Maps URL,Description,Tags,Priority,Route Hint,Featured,Needs Review,Published,Source,Lat,Lng,Phone,Hours,Address
APNA DHABA INDIANA RESTAURANT,apna-dhaba-indiana-restaurant,https://www.google.com/maps/place/APNA+DHABA+INDIANA+RESTAURANT/data=!4m2!3m1!1s0x886ceb053df6bf69:0xdac3fe28e5c2c4c5,,"Truck Parking, Seating, Indiana",Medium,Near I-70 · IN,No,Yes,Yes,Google Maps,39.552634,-86.611956,(463) 999-1029,Monday: 7:00 AM – 12:00 AM | Tuesday: 7:00 AM – 12:00 AM | Wednesday: 7:00 AM – 12:00 AM | Thursday: 7:00 AM – 12:00 AM | Friday: 7:00 AM – 12:00 AM | Saturday: 7:00 AM – 12:00 AM | Sunday: 7:00 AM – 12:00 AM,"9620 N Little Point Rd, Stilesville, IN 46180, USA"
Spicy Bite Indian Restaurant,spicy-bite-indian-restaurant,https://www.google.com/maps/place/Spicy+Bite+Indian+Restaurant/data=!4m2!3m1!1s0x872383788749fc63:0x66aa3dc748fd8987,"“They place is good every though you can’t say everything is good on their menu, I tried their shaahi paneer n garlic naan which was good but their TEA man!!”","Truck Parking, Seating, New Mexico",Medium,Near I-40 · NM,No,Yes,Yes,Google Maps,35.180705,-107.905386,(505) 356-0044,Monday: 7:00 AM – 11:00 PM | Tuesday: 7:00 AM – 11:00 PM | Wednesday: 7:00 AM – 11:00 PM | Thursday: 7:00 AM – 11:00 PM | Friday: 7:00 AM – 11:00 PM | Saturday: 7:00 AM – 11:00 PM | Sunday: 7:00 AM – 11:00 PM,"1203-1299 Motel Dr, Milan, NM 87021, USA"
Panjabi Dhaba,panjabi-dhaba,https://www.google.com/maps/place/Panjabi+Dhaba/data=!4m2!3m1!1s0x8815b11e1e07c407:0x956194b76c3b4751,,"Truck Parking, Indiana",Medium,Near I-69 · IN,No,Yes,Yes,Google Maps,40.765201,-85.478843,(260) 375-2888,Monday: 6:00 AM – 11:30 PM | Tuesday: 6:00 AM – 11:30 PM | Wednesday: 6:00 AM – 11:30 PM | Thursday: 6:00 AM – 11:30 PM | Friday: 6:00 AM – 11:30 PM | Saturday: 6:00 AM – 11:30 PM | Sunday: 6:00 AM – 11:30 PM,"7270 S Warren Rd, Warren, IN 46792, USA"
Rasoi Indian Kitchen,rasoi-indian-kitchen,https://www.google.com/maps/place/Rasoi+Indian+Kitchen/data=!4m2!3m1!1s0x886acd8ed5c15af5:0xb13802d9350e89c3,"Traditional Indian fare, including vegetarian & vegan options, in a modest dining room.","Truck Parking, Indiana",Medium,Near I-70 · IN,No,Yes,Yes,Google Maps,39.837526,-85.432139,(765) 987-6140,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"5809 S State Rd, Spiceland, IN 47385, USA"
Rasoí - Indian Cuisine Joplin,raso---indian-cuisine-joplin,https://www.google.com/maps/place/Raso%C3%AD+-+Indian+Cuisine+Joplin/data=!4m2!3m1!1s0x87c87dd6b824ffb7:0xb817228baae757c3,"“Delicious goat saag, yellow daal was ok, rice was ok, garlic naan was not bad.”","Truck Parking, Seating, Missouri",Medium,Near I-44 · MO,No,Yes,Yes,Google Maps,37.124307,-94.432468,(417) 768-3033,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"2100 S Prigmore Ave, Joplin, MO 64804, USA"
Punjabi Dabha,punjabi-dabha,https://www.google.com/maps/place/Punjabi+Dabha/data=!4m2!3m1!1s0x87c581e4ad06d8cb:0xea60ffd282ff7e24,,"Truck Parking, Missouri",Medium,Near I-44 · MO,No,Yes,Yes,Google Maps,37.331333,-93.103208,(417) 736-0017,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"325 E Evergreen Rd, Strafford, MO 65757, USA"
Punjabi Dhaba,punjabi-dhaba,https://www.google.com/maps/place/Punjabi+Dhaba/data=!4m2!3m1!1s0x80ea6adf271e4d87:0x270e1f4d6d0e9f50,,"Truck Parking, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,35.311639,-119.002172,(661) 578-9303,Monday: 10:00 AM – 8:30 PM | Tuesday: 10:00 AM – 8:30 PM | Wednesday: Closed | Thursday: 10:00 AM – 8:30 PM | Friday: 10:00 AM – 8:30 PM | Saturday: 10:00 AM – 8:30 PM | Sunday: 11:00 AM – 8:30 PM,"9450 Stockdale Hwy, Medical Plaza, 109 River Walk, Bakersfield, CA 93311, USA"
Indian Curry Naan Stop,indian-curry-naan-stop,https://www.google.com/maps/place/Indian+Curry+Naan+Stop/data=!4m2!3m1!1s0x80946f3e7bce558f:0x3dfcb6ab0e5b25cb,"“Ordered the chicken tikka masala and the saag with rotis and garlic naan plus ghur walia cha (jaggery sweetened tea), the whole lot was knockout good.”","Truck Parking, California",Medium,,No,Yes,Yes,Google Maps,36.827535,-119.902277,(559) 214-2777,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,"32603 Ave 7, Madera, CA 93637, USA"
Aarmann indian food,aarmann-indian-food,https://www.google.com/maps/place/Aarmann+indian+food/data=!4m2!3m1!1s0x80ea47401dd4ab91:0x229d6312bd8be694,“Our favorite place to stop when we are traveling between LA and SF and craving Indian/Pakistani food or just need some chai and samosa.”,"Truck Parking, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,35.272932,-119.162142,(661) 573-4815,Monday: 8:30 AM – 9:00 PM | Tuesday: 8:30 AM – 9:00 PM | Wednesday: 8:30 AM – 9:00 PM | Thursday: 8:30 AM – 9:00 PM | Friday: 8:30 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 10:00 AM – 6:00 PM,"20238 Taft Hwy, Bakersfield, CA 93311, USA"
My Taste of India,my-taste-of-india,https://www.google.com/maps/place/My+Taste+of+India/data=!4m2!3m1!1s0x89c8b0a98143cdc5:0xc17ec23dbc999a8f,Low-key eatery in a gas station featuring quick-serve Indian classics such as spicy curries.,"Truck Parking, Pennsylvania",Medium,Near I-81 · PA,No,Yes,Yes,Google Maps,40.355257,-76.727584,(717) 545-6473,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,"7800 Linglestown Rd, West Hanover Township, PA 17112, USA"
PUNJABI DHABA,punjabi-dhaba,https://www.google.com/maps/place/PUNJABI+DHABA/data=!4m2!3m1!1s0x8098e9b0b0992f65:0xed1a85e2c04c11e,"“We had vegetarian dishes—paneer tikka masala, mixed veggies, and the aloo paratha was a total win.”","Truck Parking, California",Medium,Near I-80 · NV,No,Yes,Yes,Google Maps,39.604026,-119.174937,(775) 835-6755,Monday: 7:00 AM – 9:00 PM | Tuesday: 7:00 AM – 9:00 PM | Wednesday: 7:00 AM – 9:00 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 7:00 AM – 9:00 PM | Sunday: 7:00 AM – 9:00 PM,"500 A Truck Inn Way, Fernley, NV 89408, USA"
Bombay Restaurant and Buffet,bombay-restaurant-and-buffet,https://www.google.com/maps/place/Bombay+Restaurant+and+Buffet/data=!4m2!3m1!1s0x872520ee25441067:0xfedd001dbf60da2b,Laid-back restaurant offering popular Indian dishes & an ample parking lot for trucks.,"Truck Parking, Seating, New Mexico",Medium,Near I-40 · NM,No,Yes,Yes,Google Maps,35.504149,-108.839486,(505) 488-2920,Monday: 9:00 AM – 10:00 PM | Tuesday: 7:30 AM – 10:00 PM | Wednesday: 7:30 AM – 10:00 PM | Thursday: 7:30 AM – 10:00 PM | Friday: 7:30 AM – 10:00 PM | Saturday: 7:30 AM – 10:00 PM | Sunday: 7:30 AM – 10:00 PM,"3405 W Historic Hwy 66, Gallup, NM 87301, USA"
Plateau indian cuisine,plateau-indian-cuisine,https://www.google.com/maps/place/Plateau+indian+cuisine/data=!4m2!3m1!1s0x86e591532d903311:0x228703361793cb54,,"Truck Parking, Seating, Texas",Medium,I-10 · TX,No,Yes,Yes,Google Maps,31.068915,-104.557467,(432) 207-0726,Monday: 2:00 – 10:00 PM | Tuesday: 7:30 AM – 10:00 PM | Wednesday: 7:30 AM – 10:00 PM | Thursday: 7:30 AM – 10:00 PM | Friday: 7:30 AM – 10:00 PM | Saturday: 7:30 AM – 10:00 PM | Sunday: 7:30 AM – 10:00 PM,"158821a I-10, Van Horn, TX 79855, USA"
Tiffin Indian and American Restaurant & Bar,tiffin-indian-and-american-restaurant-bar,https://www.google.com/maps/place/Tiffin+Indian+and+American+Restaurant+%26+Bar/data=!4m2!3m1!1s0x886ab2fd2ea4406f:0x7cbe9e4dbe4d6057,,"Truck Parking, Seating, Indiana",Medium,Near I-70 · IN,No,Yes,Yes,Google Maps,39.848768,-85.145723,(765) 478-6300,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,"1480 IN-1, Cambridge City, IN 47327, USA"
Twisted Indian,twisted-indian,https://www.google.com/maps/place/Twisted+Indian/data=!4m2!3m1!1s0x86d67b041d266333:0x4792667ecb1fa35d,“My only critique is the paneer tikka masala was a little sweeter than it needed to be.”,"Truck Parking, Arizona",Medium,Near I-10 · AZ,No,Yes,Yes,Google Maps,32.134677,-110.944537,(520) 820-2121,Monday: 11:00 AM – 8:00 PM | Tuesday: 11:00 AM – 8:00 PM | Wednesday: 11:00 AM – 8:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 12:00 – 8:00 PM | Sunday: 12:00 – 8:00 PM,"1999 E Ajo Way, Tucson, AZ 85713, USA"
Trexler Indian Curries,trexler-indian-curries,https://www.google.com/maps/place/Trexler+Indian+Curries/data=!4m2!3m1!1s0x89c4317bb6cb2411:0xc858bb9a9c1f392,"“Many options on the menu, authentic tasting dhaba-style Indian curries, made to order fresh chapati rotis, aloo parathas are amazing too.”","Truck Parking, Virginia",Medium,Near I-78 · PA,No,Yes,Yes,Google Maps,40.583745,-75.612547,(610) 395-6000,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"5829 Tilghman St, Allentown, PA 18104, USA"
BRISTOL PUNJABI DHABA LLC,bristol-punjabi-dhaba-llc,https://www.google.com/maps/place/BRISTOL+PUNJABI+DHABA+LLC/data=!4m2!3m1!1s0x8850734217b96c47:0x33ee9d5ad24a530b,"“Their Samosa chat is crisp and full of channa, potatoes, dahi, tamarind and cilantro chutneys.”","Truck Parking, Kentucky",Medium,Near I-81 · VA,No,Yes,Yes,Google Maps,36.672596,-82.112306,(423) 816-2009,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 9:00 AM – 8:00 PM,"2220 Bonham Rd, Bristol, VA 24201, USA"
Sizzling Tandoori Hut,sizzling-tandoori-hut,https://www.google.com/maps/place/Sizzling+Tandoori+Hut/data=!4m2!3m1!1s0x54956925b9ab496d:0x45539f23151cb7f0,,"Truck Parking, Oregon",Medium,Near I-5 · OR,No,Yes,Yes,Google Maps,45.28032,-122.813942,(503) 776-9177,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Closed,"12271 Melinda Ln NE TRLR A, Aurora, OR 97002, USA"
Sher E Punjab Dhaba Indian Restaurant,sher-e-punjab-dhaba-indian-restaurant,https://www.google.com/maps/place/Sher+E+Punjab+Dhaba+Indian+Restaurant/data=!4m2!3m1!1s0x80a8d7c8f843b45b:0x8de9218632cce277,,"Truck Parking, Seating, California",Medium,US-93 · NV,No,Yes,Yes,Google Maps,41.124,-114.924883,(775) 752-1350,"Monday: 11:00 AM – 3:00 PM, 4:00 – 9:00 PM | Tuesday: 9:00 AM – 3:00 PM, 4:00 – 9:00 PM | Wednesday: 9:00 AM – 3:00 PM, 4:00 – 9:00 PM | Thursday: 9:00 AM – 3:00 PM, 4:00 – 9:00 PM | Friday: 9:00 AM – 3:00 PM, 4:00 – 9:00 PM | Saturday: 9:00 AM – 3:00 PM, 4:00 – 10:00 PM | Sunday: 9:00 AM – 3:00 PM, 4:00 – 9:00 PM","143 US-93, Wells, NV 89835, USA"
Dhaba Mitran Da,dhaba-mitran-da,https://www.google.com/maps/place/Dhaba+Mitran+Da/data=!4m2!3m1!1s0x864a09a5cfc8128f:0xff18e72c543e06f7,,"Truck Parking, Texas",Medium,Near I-30 · TX,No,Yes,Yes,Google Maps,33.213123,-95.095586,(903) 524-2138,Monday: 7:00 AM – 11:00 PM | Tuesday: 7:00 AM – 11:00 PM | Wednesday: 7:00 AM – 11:00 PM | Thursday: 7:00 AM – 11:00 PM | Friday: 7:00 AM – 11:00 PM | Saturday: 7:00 AM – 11:00 PM | Sunday: 7:00 AM – 11:00 PM,"105 E 7th St, Winfield, TX 75493, USA"
Punjabi dhaba,punjabi-dhaba,https://www.google.com/maps/place/Punjabi+dhaba/data=!4m2!3m1!1s0x864be50044ec533f:0xd23270c1685595d6,"“Their Aloo Paratha, Honi Paratha, and Mixed Veg Paratha are incredibly tasty — soft, perfectly stuffed, and full of authentic Punjabi flavor.”","Truck Parking, Texas",Medium,I-30 · TX,No,Yes,Yes,Google Maps,33.062138,-96.196885,(945) 324-4889,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 12:00 – 7:00 PM,"Inside Texaco, 2819 I-30, Caddo Mills, TX 75135, USA"
22 Da Punjabi Dhaba Exit 373,22-da-punjabi-dhaba-exit-373,https://www.google.com/maps/place/22+Da+Punjabi+Dhaba+Exit+373/data=!4m2!3m1!1s0x86519b00796e0a11:0x67d1c1a007ab8aab,"“We got the butter chicken, saag paneer, garlic naan, and mango lassis.”",Truck Parking,Medium,I-20 · TX,No,Yes,Yes,Google Maps,32.575874,-98.354929,(254) 693-0062,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,"73485 I-20, Gordon, TX 76453, USA"
A1 Dhaba,a1-dhaba,https://www.google.com/maps/place/A1+Dhaba/data=!4m2!3m1!1s0x886bdbb9339d9a0f:0x3687e9fb74cf0628,"“If you want best experience here- start with Lahori chicken tikka for appetizer, Methi chicken curry and naan for main course.”","Truck Parking, Indiana",Medium,Near I-65 · IN,No,Yes,Yes,Google Maps,38.686926,-85.822862,(812) 413-3151,Monday: 10:30 AM – 10:00 PM | Tuesday: 10:30 AM – 10:00 PM | Wednesday: 10:30 AM – 10:00 PM | Thursday: 10:30 AM – 10:00 PM | Friday: 10:30 AM – 8:00 PM | Saturday: 10:30 AM – 9:00 PM | Sunday: 10:30 AM – 9:00 PM,"118 S Dowling St, Austin, IN 47102, USA"
Sizzling Tandoori Hut | Wasco,sizzling-tandoori-hut-wasco,https://www.google.com/maps/place/Sizzling+Tandoori+Hut+%7C+Wasco/data=!4m2!3m1!1s0x54bd8728478d7b3d:0x2a85f44a42dfeeeb,,"Truck Parking, California",Medium,Near I-84 · OR,No,Yes,Yes,Google Maps,45.671029,-120.725328,(541) 370-2126,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: Closed,"91689 Biggs Rufus Hwy, Wasco, OR 97065, USA"
INDIAN KITCHEN (PUNJABI DHABA),indian-kitchen-punjabi-dhaba,https://www.google.com/maps/place/INDIAN+KITCHEN+(PUNJABI+DHABA)/data=!4m2!3m1!1s0x8811dd42859a7e75:0x72c86b0d5900a9bf,“Also I learned something new that the flatbread included was as another reviewer described as paneer paratha and not naan as I originally mistaken it for.”,"Truck Parking, Illinois",Medium,Near I-80 · IN,No,Yes,Yes,Google Maps,41.583936,-87.400345,(219) 699-8747,"Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: 12:00 – 2:00 AM, 11:00 AM – 10:00 PM","5480 W 25th Ave, Gary, IN 46406, USA"
Sisters Dhaba ਭੈਣਾਂ ਦਾ ਢਾਬਾ,sisters-dhaba,https://www.google.com/maps/place/Sisters+Dhaba+%E0%A8%AD%E0%A9%88%E0%A8%A3%E0%A8%BE%E0%A8%82+%E0%A8%A6%E0%A8%BE+%E0%A8%A2%E0%A8%BE%E0%A8%AC%E0%A8%BE/data=!4m2!3m1!1s0x864d8f0763d3ff1b:0x73d6a6cab1567763,,"Truck Parking, Texas",Medium,US-287 · TX,No,Yes,Yes,Google Maps,33.344241,-97.655001,(940) 427-2247,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: 1:00 AM – 11:00 PM | Sunday: 6:00 AM – 12:00 AM,"5985 US-287, Alvord, TX 76225, USA"
Punjab Dhaba,punjab-dhaba,https://www.google.com/maps/place/Punjab+Dhaba/data=!4m2!3m1!1s0x89cc21ee53edd737:0x235330669ea887c,"“Chai, mango lassi, and samosas all hit with the flavors of Indian food right from India.”","Truck Parking, New York",Medium,Near I-80 · PA,No,Yes,Yes,Google Maps,40.986824,-78.005678,(814) 387-4300,Monday: 7:30 AM – 12:00 AM | Tuesday: 7:30 AM – 12:00 AM | Wednesday: 7:30 AM – 12:00 AM | Thursday: 7:30 AM – 12:00 AM | Friday: 7:30 AM – 12:00 AM | Saturday: Closed | Sunday: 7:30 AM – 12:00 AM,"529 E Sycamore Rd, Snow Shoe, PA 16874, USA"
Desi Dhaba,desi-dhaba,https://www.google.com/maps/place/Desi+Dhaba/data=!4m2!3m1!1s0x863ed93ac7902fc9:0xbdece0b8008c6b2c,,"Truck Parking, Texas",Medium,I-10 · TX,No,Yes,Yes,Google Maps,29.823365,-94.345483,(713) 340-9040,Monday: Closed | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 10:00 PM,"45785 I-10, Winnie, TX 77665, USA"
Vega Indian Restaurant,vega-indian-restaurant,https://www.google.com/maps/place/Vega+Indian+Restaurant/data=!4m2!3m1!1s0x8703f500472b24cf:0x638602af255e803b,This casual Indian option offers a casual dining room as well as work lunch plans & catering.,"Truck Parking, Seating, Texas",Medium,I-40 · TX,No,Yes,Yes,Google Maps,35.233995,-102.394008,(806) 267-2325,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"3650 I-40 Service Rd, Vega, TX 79092, USA"
Taste of India,taste-of-india,https://www.google.com/maps/place/Taste+of+India/data=!4m2!3m1!1s0x80ea53226a2b91d5:0xb2d80d3e3e9da2fc,"“I had the eggplant curry, vegetable samosas & garlic naan.”","Truck Parking, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,35.399237,-119.395998,(559) 860-9243,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 11:00 PM | Saturday: 10:00 AM – 11:00 PM | Sunday: 10:00 AM – 11:00 PM,"20687 Tracy Ave, Buttonwillow, CA 93206, USA"
The Indian Oven,the-indian-oven,https://www.google.com/maps/place/The+Indian+Oven/data=!4m2!3m1!1s0x80ea6cf91c2fb0a3:0xce3f43412433dbba,"“Love the parathas and white butter, the amritsari kulcha thali was delicious!”","Truck Parking, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,35.356257,-118.913961,(661) 363-0704,,"203 Weedpatch Hwy, Bakersfield, CA 93307, USA"
Taste of India,taste-of-india,https://www.google.com/maps/place/Taste+of+India/data=!4m2!3m1!1s0x809185b0f3f2ae81:0xf5794fec53a0dc1f,,"Truck Parking, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,37.054307,-121.043273,(209) 895-0213,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,"13289 CA-33, Santa Nella, CA 95322, USA"
Valley Fuel Travel Plaza,valley-fuel-travel-plaza,https://www.google.com/maps/place/Valley+Fuel+Travel+Plaza/data=!4m2!3m1!1s0x8094d996e755447d:0xb417d8c7ebb7e379,,"Truck Parking, Gas, Showers, California",Medium,,Yes,Yes,Yes,Google Maps,36.310904,-119.491914,(559) 651-0009,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"6603 Betty Dr, Visalia, CA 93291, USA"
